1,2,5
2,2,6
3,4,5
4,1,3
5,3,6
6,4,6
7,3,4
8,1,5
9,2,7
10,7,8
11,3,8
12,5,6
13,4,8
14,1,6
15,2,4
16,6,7
17,5,8
18,1,2
19,4,7
20,1,7
21,1,4
22,3,5
23,5,7
24,2,8
25,1,8
26,6,8
27,3,7
28,2,3
